ALANINE METABOLISM,AMINO SUGAR AND NUCLEOTIDE SUGAR METABOLISM,AMINOACYL-TRNA BIOSYNTHESIS,ARGININE METABOLISM,ASCAROSIDE BIOSYNTHESIS,ASPARTATE/ASPARAGINE METABOLISM,BCFA BIOSYNTHESIS,BIOSYNTHESIS OF BILE ACID-LIKE MOLECULES,CHITIN BIOSYNTHESIS,CHITIN DEGRADATION,COLLAGEN BIOSYNTHESIS,CYSTEINE METABOLISM,ELECTRON TRANSFER FLAVOPROTEIN,ETC-COMPLEX I,ETC-COMPLEX II,ETC-COMPLEX III,ETC-COMPLEX IV,ETC-COMPLEX V,ETHER LIPID METABOLISM,FATTY ACID BIOSYNTHESIS OTHER,FATTY ACID DEGRADATION OTHER,FOLATE BIOSYNTHESIS,FOLATE CYCLE,FRUCTOSE AND MANNOSE METABOLISM,GALACTOSE METABOLISM,GLUTAMATE/GLUTAMINE METABOLISM,GLUTATHIONE METABOLISM,GLYCEROLIPID METABOLISM,GLYCEROPHOSPHOLIPID METABOLISM,GLYCINE AND THREONINE METABOLISM OTHER,GLYCINE CLEAVAGE SYSTEM,GLYCOLYSIS,GLUCONEOGENESIS/MISC,GLYOXYLATE AND DICARBOXYLATE METABOLISM,GUANYLATE CYCLASE,HISTIDINE DEGRADATION,INOSITOL PHOSPHATE METABOLISM,IRON METABOLISM,ISOLEUCINE DEGRADATION,KETONE BODY METABOLISM,LEUCINE DEGRADATION,LYSINE DEGRADATION,MET/SAM CYCLE,METHIONINE SALVAGE,METHYLGLYOXAL DETOXIFICATION,MEVALONATE METABOLISM,MITOCHONDRIAL FATTY ACID DEGRADATION,MOLYBDENUM COFACTOR BIOSYNTHESIS,MUFA BIOSYNTHESIS,N-GLYCAN BIOSYNTHESIS,NICOTINATE AND NICOTINAMIDE METABOLISM,OTHER,PANTOTHENATE AND COA BIOSYNTHESIS,PENTOSE AND GLUCURONATE INTERCONVERSIONS,PENTOSE PHOSPHATE PATHWAY,PEROXISOMAL FATTY ACID DEGRADATION,PHENYLALANINE DEGRADATION,PORPHYRIN METABOLISM,PROLINE METABOLISM,PROPIONATE DEGRADATION CANONICAL,PROPIONATE DEGRADATION OTHER,PROPIONATE DEGRADATION SHUNT,PUFA BIOSYNTHESIS,PURINE METABOLISM,PYRIMIDINE METABOLISM,PYRUVATE METABOLISM,RETINOL METABOLISM,RIBOFLAVIN METABOLISM,ROS METABOLISM,SELENOCOMPOUND METABOLISM,SERINE METABOLISM,SPHINGOLIPID METABOLISM,STARCH AND SUCROSE METABOLISM,STEROID METABOLISM OTHER,SULFUR METABOLISM,TAURINE AND HYPOTAURINE METABOLISM,TRICARBOXYLIC ACID CYCLE,TRYPTOPHAN DEGRADATION,TYROSINE METABOLISM,UBIQUINONE METABOLISM,UGT ENZYME,VACUOLAR ATP-ASE,VALINE DEGRADATION,VITAMIN B12 ENZYME,VITAMIN B12 METABOLISM,VITAMIN B6 METABOLISM
,WBGene00008780,WBGene00004189,WBGene00018764,,,,WBGene00013896,,WBGene00011167,,WBGene00015778,,WBGene00010967,,,,,WBGene00017316,WBGene00020267,,,,,,WBGene00019730,WBGene00020590,WBGene00012722,WBGene00006756,WBGene00022076,,WBGene00022456,WBGene00017060,,WBGene00001549,,WBGene00007912,,WBGene00016943,,,,,,,,WBGene00011850,,,WBGene00012663,WBGene00015124,WBGene00001137,,,,,,,,,,,,WBGene00010083,WBGene00010609,,,WBGene00021626,,WBGene00022856,,WBGene00011832,WBGene00016848,,WBGene00019096,,WBGene00015391,WBGene00016201,WBGene00019620,,WBGene00011452,WBGene00021952,WBGene00016943,,,
,WBGene00009006,WBGene00004190,WBGene00018904,,,,WBGene00014128,,WBGene00011170,,WBGene00016629,,WBGene00012166,,,,,WBGene00018756,WBGene00020268,,,,,,WBGene00020146,WBGene00021430,WBGene00015484,WBGene00007328,,,WBGene00019295,WBGene00019151,,WBGene00001551,,WBGene00008346,,WBGene00019406,,,,,,,,WBGene00012177,,,WBGene00013362,WBGene00017775,WBGene00001405,,,,,,,,,,,,WBGene00010697,WBGene00010697,,,WBGene00022181,,,,WBGene00011932,WBGene00016996,,WBGene00019962,,WBGene00016266,WBGene00017051,WBGene00020146,,WBGene00011453,,WBGene00017301,,,
,WBGene00009035,WBGene00004679,WBGene00020658,,,,WBGene00015565,,WBGene00011196,,WBGene00016652,,WBGene00012376,,,,,WBGene00018797,WBGene00020343,,,,,,,WBGene00022377,WBGene00016704,WBGene00007331,,,,WBGene00019207,,WBGene00001552,,WBGene00008765,,WBGene00019433,,,,,,,,WBGene00012375,,,WBGene00013497,WBGene00019298,WBGene00001406,,,,,,,,,,,,WBGene00010912,WBGene00011272,,,WBGene00022246,,,,WBGene00012105,WBGene00017071,,WBGene00020797,,WBGene00016392,WBGene00022104,WBGene00021553,,WBGene00011564,,WBGene00017874,,,
,WBGene00010308,WBGene00004680,WBGene00021128,,,,WBGene00016034,,WBGene00011757,,WBGene00017084,,WBGene00013094,,,,,WBGene00019229,WBGene00020989,,,,,,,WBGene00022397,WBGene00016934,WBGene00007419,,,,WBGene00019240,,WBGene00001553,,WBGene00009552,,WBGene00019978,,,,,,,,WBGene00012907,,,WBGene00013881,WBGene00021395,WBGene00001476,,,,,,,,,,,,WBGene00011064,WBGene00011559,,,WBGene00022379,,,,WBGene00012663,WBGene00017103,,WBGene00022006,,WBGene00016844,,WBGene00021817,,WBGene00012013,,WBGene00019406,,,
,WBGene00010416,WBGene00005662,,,,,WBGene00017012,,WBGene00011846,,WBGene00017387,,WBGene00013237,,,,,WBGene00019747,WBGene00022037,,,,,,,,WBGene00016985,WBGene00007446,,,,WBGene00021043,,WBGene00001554,,WBGene00010975,,WBGene00020347,,,,,,,,WBGene00012970,,,WBGene00015162,WBGene00021882,WBGene00001477,,,,,,,,,,,,WBGene00011128,WBGene00012316,,,WBGene00022770,,,,WBGene00013197,WBGene00019207,,WBGene00022007,,WBGene00016995,,WBGene00022231,,WBGene00013900,,WBGene00019433,,,
,WBGene00010665,WBGene00005663,,,,,WBGene00017123,,WBGene00011848,,WBGene00018357,,WBGene00013308,,,,,WBGene00020195,,,,,,,,,WBGene00017261,WBGene00007756,,,,WBGene00044734,,WBGene00001555,,WBGene00012016,,WBGene00020366,,,,,,,,WBGene00015125,,,WBGene00015767,WBGene00022201,WBGene00001478,,,,,,,,,,,,WBGene00011146,WBGene00012423,,,WBGene00044637,,,,WBGene00013497,WBGene00019890,,WBGene00044063,,WBGene00017759,,,,WBGene00013901,,WBGene00019978,,,
,WBGene00010799,WBGene00006617,,,,,WBGene00017781,,WBGene00012057,,WBGene00018491,,WBGene00013406,,,,,WBGene00020256,,,,,,,,,WBGene00017888,WBGene00007917,,,,,,WBGene00001556,,WBGene00012148,,WBGene00020812,,,,,,,,WBGene00015894,,,WBGene00017282,,WBGene00001479,,,,,,,,,,,,WBGene00011407,WBGene00014034,,,WBGene00206373,,,,WBGene00013670,WBGene00019895,,,,WBGene00018491,,,,WBGene00013903,,WBGene00020347,,,
,WBGene00010945,WBGene00006935,,,,,WBGene00018036,,WBGene00014162,,WBGene00018783,,WBGene00014086,,,,,WBGene00020895,,,,,,,,,WBGene00018657,WBGene00008531,,,,,,WBGene00001557,,WBGene00012390,,,,,,,,,,WBGene00016943,,,WBGene00018682,,WBGene00001480,,,,,,,,,,,,WBGene00011433,WBGene00016103,,,,,,,WBGene00015767,WBGene00020696,,,,WBGene00018610,,,,WBGene00013904,,WBGene00020366,,,
,WBGene00011157,WBGene00006936,,,,,WBGene00019404,,WBGene00016665,,WBGene00018986,,WBGene00015810,,,,,WBGene00022200,,,,,,,,,WBGene00018674,WBGene00008581,,,,,,WBGene00007314,,WBGene00012897,,,,,,,,,,WBGene00017125,,,WBGene00019207,,WBGene00001486,,,,,,,,,,,,WBGene00012390,WBGene00017244,,,,,,,WBGene00016020,WBGene00022306,,,,WBGene00020679,,,,WBGene00013905,,WBGene00020382,,,
,WBGene00011158,WBGene00006945,,,,,WBGene00020258,,WBGene00017233,,WBGene00019094,,WBGene00016118,,,,,WBGene00022233,,,,,,,,,WBGene00018756,WBGene00008749,,,,,,WBGene00020131,,WBGene00013557,,,,,,,,,,WBGene00019406,,,WBGene00019276,,WBGene00001522,,,,,,,,,,,,WBGene00012423,WBGene00017440,,,,,,,WBGene00016207,,,,,WBGene00020950,,,,WBGene00013906,,WBGene00020812,,,
,WBGene00011159,WBGene00006946,,,,,WBGene00020369,,WBGene00020141,,WBGene00019096,,WBGene00016393,,,,,WBGene00044468,,,,,,,,,WBGene00019428,WBGene00008801,,,,,,,,WBGene00014081,,,,,,,,,,WBGene00019644,,,WBGene00019725,,WBGene00001523,,,,,,,,,,,,WBGene00013690,WBGene00017775,,,,,,,WBGene00016335,,,,,WBGene00021345,,,,WBGene00015141,,,,,
,WBGene00011161,WBGene00006968,,,,,WBGene00020989,,WBGene00020270,,WBGene00019633,,WBGene00018151,,,,,,,,,,,,,,WBGene00019464,WBGene00008802,,,,,,,,WBGene00015278,,,,,,,,,,WBGene00019978,,,WBGene00020197,,WBGene00001596,,,,,,,,,,,,WBGene00014001,WBGene00019055,,,,,,,WBGene00016340,,,,,,,,,WBGene00015369,,,,,
,WBGene00011162,WBGene00008379,,,,,WBGene00022498,,WBGene00020407,,WBGene00019962,,WBGene00018361,,,,,,,,,,,,,,WBGene00020007,WBGene00009146,,,,,,,,WBGene00016920,,,,,,,,,,WBGene00020166,,,WBGene00020437,,WBGene00001759,,,,,,,,,,,,WBGene00014058,WBGene00019298,,,,,,,WBGene00017625,,,,,,,,,WBGene00015371,,,,,
,WBGene00011164,WBGene00013361,,,,,WBGene00022616,,WBGene00021252,,WBGene00020146,,WBGene00019401,,,,,,,,,,,,,,WBGene00020264,WBGene00009801,,,,,,,,WBGene00018076,,,,,,,,,,WBGene00020347,,,WBGene00020820,,WBGene00002010,,,,,,,,,,,,WBGene00015116,WBGene00019899,,,,,,,WBGene00017996,,,,,,,,,WBGene00015449,,,,,
,WBGene00011166,WBGene00013433,,,,,,,WBGene00044807,,WBGene00020797,,WBGene00020417,,,,,,,,,,,,,,WBGene00020895,WBGene00009824,,,,,,,,WBGene00022167,,,,,,,,,,WBGene00020366,,,WBGene00021766,,WBGene00003040,,,,,,,,,,,,WBGene00015551,WBGene00020036,,,,,,,WBGene00018398,,,,,,,,,WBGene00015577,,,,,
,WBGene00011167,WBGene00013447,,,,,,,,,WBGene00020842,,WBGene00020636,,,,,,,,,,,,,,WBGene00020910,WBGene00010339,,,,,,,,WBGene00022501,,,,,,,,,,WBGene00020812,,,WBGene00022044,,WBGene00003220,,,,,,,,,,,,WBGene00016328,WBGene00020765,,,,,,,WBGene00018756,,,,,,,,,WBGene00015692,,,,,
,WBGene00011170,WBGene00013677,,,,,,,,,WBGene00022006,,WBGene00021562,,,,,,,,,,,,,,WBGene00021818,WBGene00010425,,,,,,,,,,,,,,,,,,WBGene00020911,,,WBGene00022629,,WBGene00004180,,,,,,,,,,,,WBGene00016415,WBGene00020932,,,,,,,WBGene00019127,,,,,,,,,WBGene00015694,,,,,
,WBGene00011196,WBGene00013678,,,,,,,,,WBGene00022007,,WBGene00021800,,,,,,,,,,,,,,WBGene00022393,WBGene00010564,,,,,,,,,,,,,,,,,,WBGene00021703,,,WBGene00044233,,WBGene00004181,,,,,,,,,,,,WBGene00016509,WBGene00021692,,,,,,,WBGene00019225,,,,,,,,,WBGene00015695,,,,,
,WBGene00011399,WBGene00016524,,,,,,,,,WBGene00022856,,WBGene00021839,,,,,,,,,,,,,,WBGene00022646,WBGene00010778,,,,,,,,,,,,,,,,,,,,,,,WBGene00004411,,,,,,,,,,,,WBGene00016632,WBGene00022201,,,,,,,WBGene00019965,,,,,,,,,WBGene00015739,,,,,
,WBGene00011757,WBGene00021508,,,,,,,,,,,WBGene00021849,,,,,,,,,,,,,,WBGene00044631,WBGene00010872,,,,,,,,,,,,,,,,,,,,,,,WBGene00004781,,,,,,,,,,,,WBGene00016957,WBGene00022250,,,,,,,WBGene00020398,,,,,,,,,WBGene00015965,,,,,
,WBGene00011846,,,,,,,,,,,,WBGene00022169,,,,,,,,,,,,,,,WBGene00011106,,,,,,,,,,,,,,,,,,,,,,,WBGene00004782,,,,,,,,,,,,WBGene00017244,WBGene00022455,,,,,,,WBGene00020509,,,,,,,,,WBGene00016762,,,,,
,WBGene00011848,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00011262,,,,,,,,,,,,,,,,,,,,,,,WBGene00006439,,,,,,,,,,,,WBGene00017775,WBGene00022817,,,,,,,WBGene00020895,,,,,,,,,WBGene00017315,,,,,
,WBGene00012057,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00011423,,,,,,,,,,,,,,,,,,,,,,,WBGene00006465,,,,,,,,,,,,WBGene00017984,WBGene00044355,,,,,,,WBGene00020947,,,,,,,,,WBGene00017329,,,,,
,WBGene00012803,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00011543,,,,,,,,,,,,,,,,,,,,,,,WBGene00006729,,,,,,,,,,,,WBGene00018174,,,,,,,,WBGene00021075,,,,,,,,,WBGene00017331,,,,,
,WBGene00013597,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00011879,,,,,,,,,,,,,,,,,,,,,,,WBGene00007029,,,,,,,,,,,,WBGene00019055,,,,,,,,WBGene00021160,,,,,,,,,WBGene00017332,,,,,
,WBGene00014162,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00011929,,,,,,,,,,,,,,,,,,,,,,,WBGene00007057,,,,,,,,,,,,WBGene00019298,,,,,,,,WBGene00021766,,,,,,,,,WBGene00017333,,,,,
,WBGene00014203,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00012031,,,,,,,,,,,,,,,,,,,,,,,WBGene00007140,,,,,,,,,,,,WBGene00019899,,,,,,,,,,,,,,,,,WBGene00017334,,,,,
,WBGene00015298,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00012319,,,,,,,,,,,,,,,,,,,,,,,WBGene00007194,,,,,,,,,,,,WBGene00020114,,,,,,,,,,,,,,,,,WBGene00017336,,,,,
,WBGene00016665,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00012911,,,,,,,,,,,,,,,,,,,,,,,WBGene00007248,,,,,,,,,,,,WBGene00020190,,,,,,,,,,,,,,,,,WBGene00017959,,,,,
,WBGene00016810,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00013024,,,,,,,,,,,,,,,,,,,,,,,WBGene00007355,,,,,,,,,,,,WBGene00020557,,,,,,,,,,,,,,,,,WBGene00018206,,,,,
,WBGene00016996,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00013049,,,,,,,,,,,,,,,,,,,,,,,WBGene00007548,,,,,,,,,,,,WBGene00020682,,,,,,,,,,,,,,,,,WBGene00018543,,,,,
,WBGene00017233,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00013080,,,,,,,,,,,,,,,,,,,,,,,WBGene00007616,,,,,,,,,,,,WBGene00021692,,,,,,,,,,,,,,,,,WBGene00018789,,,,,
,WBGene00019890,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00013646,,,,,,,,,,,,,,,,,,,,,,,WBGene00007646,,,,,,,,,,,,WBGene00022201,,,,,,,,,,,,,,,,,WBGene00018931,,,,,
,WBGene00020141,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00013920,,,,,,,,,,,,,,,,,,,,,,,WBGene00007836,,,,,,,,,,,,WBGene00022389,,,,,,,,,,,,,,,,,WBGene00019232,,,,,
,WBGene00020270,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00014076,,,,,,,,,,,,,,,,,,,,,,,WBGene00007914,,,,,,,,,,,,WBGene00044063,,,,,,,,,,,,,,,,,WBGene00019233,,,,,
,WBGene00020407,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00015159,,,,,,,,,,,,,,,,,,,,,,,WBGene00007971,,,,,,,,,,,,WBGene00044355,,,,,,,,,,,,,,,,,WBGene00019234,,,,,
,WBGene00020509,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00015161,,,,,,,,,,,,,,,,,,,,,,,WBGene00008062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00019235,,,,,
,WBGene00021057,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00016152,,,,,,,,,,,,,,,,,,,,,,,WBGene00008074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00019515,,,,,
,WBGene00021252,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00016384,,,,,,,,,,,,,,,,,,,,,,,WBGene00008149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00019516,,,,,
,WBGene00022306,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00016531,,,,,,,,,,,,,,,,,,,,,,,WBGene00008206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00020182,,,,,
,WBGene00044807,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00016934,,,,,,,,,,,,,,,,,,,,,,,WBGene00008209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00020587,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00017026,,,,,,,,,,,,,,,,,,,,,,,WBGene00008431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00020592,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00017241,,,,,,,,,,,,,,,,,,,,,,,WBGene00008499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00020593,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00017261,,,,,,,,,,,,,,,,,,,,,,,WBGene00008504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00020594,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00017316,,,,,,,,,,,,,,,,,,,,,,,WBGene00008645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00021372,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00017763,,,,,,,,,,,,,,,,,,,,,,,WBGene00008722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00021464,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00017888,,,,,,,,,,,,,,,,,,,,,,,WBGene00008781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00021709,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00018657,,,,,,,,,,,,,,,,,,,,,,,WBGene00009078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00044286,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00018696,,,,,,,,,,,,,,,,,,,,,,,WBGene00009159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00018756,,,,,,,,,,,,,,,,,,,,,,,WBGene00009226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00018797,,,,,,,,,,,,,,,,,,,,,,,WBGene00009368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00018811,,,,,,,,,,,,,,,,,,,,,,,WBGene00009658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00019229,,,,,,,,,,,,,,,,,,,,,,,WBGene00010055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00019428,,,,,,,,,,,,,,,,,,,,,,,WBGene00010067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00019465,,,,,,,,,,,,,,,,,,,,,,,WBGene00010117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00019747,,,,,,,,,,,,,,,,,,,,,,,WBGene00010120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00020115,,,,,,,,,,,,,,,,,,,,,,,WBGene00010160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00020139,,,,,,,,,,,,,,,,,,,,,,,WBGene00010230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00020256,,,,,,,,,,,,,,,,,,,,,,,WBGene00010485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00020264,,,,,,,,,,,,,,,,,,,,,,,WBGene00010537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00020446,,,,,,,,,,,,,,,,,,,,,,,WBGene00010628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00020471,,,,,,,,,,,,,,,,,,,,,,,WBGene00010703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00020895,,,,,,,,,,,,,,,,,,,,,,,WBGene00011016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00020962,,,,,,,,,,,,,,,,,,,,,,,WBGene00011239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00021352,,,,,,,,,,,,,,,,,,,,,,,WBGene00011729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00021677,,,,,,,,,,,,,,,,,,,,,,,WBGene00011791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00022181,,,,,,,,,,,,,,,,,,,,,,,WBGene00011860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00022233,,,,,,,,,,,,,,,,,,,,,,,WBGene00012187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00022246,,,,,,,,,,,,,,,,,,,,,,,WBGene00012302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00022379,,,,,,,,,,,,,,,,,,,,,,,WBGene00012528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00022532,,,,,,,,,,,,,,,,,,,,,,,WBGene00012666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00022646,,,,,,,,,,,,,,,,,,,,,,,WBGene00012885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00022718,,,,,,,,,,,,,,,,,,,,,,,WBGene00012936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00022781,,,,,,,,,,,,,,,,,,,,,,,WBGene00012999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00044468,,,,,,,,,,,,,,,,,,,,,,,WBGene00013002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00044631,,,,,,,,,,,,,,,,,,,,,,,WBGene00013018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00206373,,,,,,,,,,,,,,,,,,,,,,,WBGene00013131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00013150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00013258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00013672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00013680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00013805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00014027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00014111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00014115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00014123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00014206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00015099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00015338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00015399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00015400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00015660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00016140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00016147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBGene00016313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
