Gene,ADL,AFD,AIN,AIY,ASEL,ASER
WBGene00016091,0.668129824,0.101100438,0.025874591,0,5.448026066,11.88996531
WBGene00016092,1.333318291,0,0.13409741,0.145512426,0.139338194,0.077535654
WBGene00016093,22.99166713,0.060695961,0.11726419,0.062744721,0.082026829,0.596862024
WBGene00016094,0.4120302,0.147455741,0.870100493,0.219331149,0.062739402,0.433130956
WBGene00016095,1.996643807,0.101663695,0.194625717,0.594384451,0.221455105,0.98523682
WBGene00016096,21.45462809,0,0.016942398,0.003908734,1.070508067,1.639829823
WBGene00016097,0.347328993,0,0.422714725,0.035721728,13.19915303,13.34454529
WBGene00016099,0.097997329,0.071195838,0.088037515,0.159531794,7.406165522,0.195203475
WBGene00016100,0,0,0,0.807962888,3.322765871,5.238112027
WBGene00016101,0.218961486,0.171395721,0.227714342,1.354121771,0.246966347,0.351275938
WBGene00016102,0.475108545,4.382729649,0.610553745,0.277987813,0.084612428,0.638708834
WBGene00016103,0.703916962,0.342263688,0.417765023,0.672874047,0.626142849,0.591649808
WBGene00016104,0.060966887,0.986338861,0.138733624,4.238038402,0.11286227,0.107515504
WBGene00016105,0.49207356,3.056222336,0,0,0.659259212,1.110088597
WBGene00016106,0.097960376,0.10322704,4.602781201,1.710254094,0.187454746,0.192299173
WBGene00016107,0.013768339,0.000994289,0.004722776,0.92187018,0.08649035,0.112629047
WBGene00016108,0.145845998,0.124542223,0.206263757,0.45727494,0.267802328,0.406482749
WBGene00016109,0.039897237,0.042569511,0.022119671,5.250777319,0.026395251,2.068336825
WBGene00016110,5.246939116,0.975495687,0.018506837,8.39270408,0.194855334,15.9253643
WBGene00016111,0.31775321,0.064476453,0.094649947,1.141082302,0.111928211,0
WBGene00016112,0.407693903,2.829773502,0.232282014,0.559921277,0,1.05313724
WBGene00016113,0.320294205,1.529309628,1.347393279,0.651348902,0.419977122,0.469658813
WBGene00016114,0.010900315,0.439221936,0.076338544,0.004753456,0.001164522,0.082613785
WBGene00016115,0.671923716,1.782109492,1.028278858,1.280675941,1.125313226,0.497147606
WBGene00016116,0.578365446,0.937617963,2.052788265,3.033257768,1.311362042,0.857563163
WBGene00016118,0.841565824,1.021273399,0.251129898,0.516005144,0.819551145,1.193305411
WBGene00016119,0.704096934,0.144242164,0.873109293,2.193006003,0.153536223,1.967692227
WBGene00016120,0.844334935,0.688669007,0.513957477,0.67188671,1.193123681,0.436152306
WBGene00016121,0.789770018,0.617404778,0.307451736,2.172761239,2.092470278,0.48110438
WBGene00016123,0.840161562,0.494780326,0.840887126,0.411826798,1.118469998,0.651909387
WBGene00016124,0.378778246,0.569041441,0.949220704,0.309034772,0,0.897324307
WBGene00016125,0.353169972,0.558614517,0.760907059,0.772775956,0.650597926,0.355434651
WBGene00016126,5.651405655,12.44794797,0.003928374,0.175800098,1.971241608,3.406846153
WBGene00016128,0.703377093,0.052001247,1.780714681,0.452096521,1.583680842,0.072240646
WBGene00016129,1.151351776,0.22159057,1.030917557,0.797642455,0.48945923,0.940718743
WBGene00016130,1.066581274,0.629746104,0.219080838,1.636093689,0.310232701,0.682429997
WBGene00016131,1.191601192,0.124630141,0.216939732,0.337543994,0.209872023,0.199327938
WBGene00016132,1.940412392,0.23426578,0.208399446,0,1.0439659,1.004449314
WBGene00016133,3.675806525,0.223389311,2.444911414,1.310606339,0.431546798,0.440229475
WBGene00016134,0.656056715,0.498629545,0.700362272,8.335455793,0.641224724,0.75636679
WBGene00016135,0.410147649,0.090720235,7.199925164,0.129123725,0.778144971,0.095821566
WBGene00016136,0,0,0,10.94061577,0,0
WBGene00016137,0.440356298,0.401200322,0.784930359,2.172244538,0.894365941,0.720875078
WBGene00016138,0.584502989,1.420329949,0.277497502,0.609965713,1.212555938,1.189948396
WBGene00016139,0.936713155,0.082683184,0.553436208,0.236562396,0.515561407,0.099195775
WBGene00016140,0.44627448,1.044661462,2.261674497,0.501487563,0.305833852,0.999525945
WBGene00016142,0.57142121,0.589254301,1.05109084,0.381548728,0.693100432,0.481717215
WBGene00016143,0.945187714,1.25198827,0.837113773,0.140624991,0.468183399,2.421595422
WBGene00016144,0.761048442,0.412526977,0.713922012,1.91085211,2.86952799,2.335092438
WBGene00016145,0.501253465,0.058762296,0.975925889,0.461930323,0.482433026,0.403103655
WBGene00016146,0.838085151,0.538624925,0.822758308,1.58492659,0.626044639,0.715807678
WBGene00016147,0.375107897,0.475148403,4.034899602,0.597424589,0.269013847,0.379993558
WBGene00016148,1.343235451,0.119811969,0.167691917,1.327361807,0.110680789,1.003084245
WBGene00016149,0.012897442,0.35017696,14.82618013,0.832498727,0.026937634,0.029499181
WBGene00016150,0.343735444,1.333427008,0.778173252,3.421100082,0.427388411,0.266827473
WBGene00016151,0.455237547,2.75588789,0.337209115,1.340929908,1.104492522,1.274900524
WBGene00016152,0.493460133,6.746735264,0.382007469,0.956654712,0.356354788,0.735081834
WBGene00016153,3.353961741,8.789280768,0.043439741,0,2.888993893,0.177572421
WBGene00016154,0.223832852,0.889560751,0.838400121,0.940319595,0.839420294,0.681092514
WBGene00016155,2.779372919,0.584251976,1.128882203,2.06722108,0.526734395,0.845430741
WBGene00016156,0.761199493,0.925079961,0.64637817,0.495905066,0.032213489,0.250620454
WBGene00016157,0.825083544,1.366195507,1.147128623,1.933727812,0.73171088,0.869933858
WBGene00016158,0.974156175,0.241122346,1.063718244,0.411402032,0.342194362,0.463603947
WBGene00016159,0.258848359,0.051262525,0.068311103,0.080946335,0.046586152,0.110549573
WBGene00016160,0.369961656,0.491423826,0.099826294,0,0,0.279194044
WBGene00016161,0.567562933,0.692108154,0.819498959,4.170280719,1.438208731,0.678779155
WBGene00016162,1.090207928,0.646333367,0.606574255,0.327048432,1.156881455,0.327680237
WBGene00016163,1.255615151,0,0,0,0,0
WBGene00016164,2.046401711,0.242315564,0.122455953,2.994927323,0.380431114,0
WBGene00016165,2.374991588,0.957996585,0.033897299,0.027533128,2.203271671,2.193171193
WBGene00016166,0.363059842,0.937722396,2.268898216,0.21949823,0.553277281,0.470493485
WBGene00016167,0.440761875,0.962519948,1.411844326,2.314164585,0.775851486,0.94307691
WBGene00016168,0.391325848,0.523955325,0.606305616,0,0.41297133,0
WBGene00016169,1.132575674,1.861401353,0.602550398,0.646550468,0.407966207,1.450597342
WBGene00016170,0.674644587,0.054954137,1.52170268,0.270159422,1.176854849,0.292995732
WBGene00016171,2.376658019,0.336440109,0.267514033,2.136717994,0.282064356,0.343924531
WBGene00016172,0.61185679,0.067759451,0.068222903,0.186011994,0.103648839,0.103549051
WBGene00016173,0.947604143,1.079856516,1.547257689,0.466760503,2.185679188,1.590426534
WBGene00016174,0.92759404,0.956160822,1.193030247,1.823178065,0.393674045,0.740893267
WBGene00016175,0.90223562,6.525944862,0.250606727,1.54724011,0.635770259,3.089516622
WBGene00016177,0.598394435,0.539048444,0.479588548,1.289081182,1.058423373,0.189999719
WBGene00016178,0.593726035,0.641929797,0.694492518,1.255722331,0.765689044,0.549691747
WBGene00016179,2.521572991,2.093543337,1.358022261,0,0,0
WBGene00016180,0.568091414,0.258701942,0.668066401,0.615755789,0.673084117,0.655426794
WBGene00016181,0.592825549,2.387916159,0.41328227,3.822769298,0.44038637,0.691439668
WBGene00016182,0.393641577,0.783420389,0.141382688,0.454176418,0.764459738,0.666965768
WBGene00016183,0.624903309,1.955983792,0.917653927,0,1.106134588,0
WBGene00016184,0.043415996,4.821945571,0.009419742,0.288971699,0.043528912,0.120210448
WBGene00016185,0.227377041,1.818585491,0.645968307,1.062670854,0.381013979,0.865630309
WBGene00016187,0.211344339,32.74735043,0.020544614,0,0,0.175553463
WBGene00016188,1.266077813,7.57537944,0.439797835,0.581568658,0.066424834,0.485724972
WBGene00016189,0.823568337,0.685221463,0.23631312,0,0.291547652,0
WBGene00016190,0.929293066,0.652047512,0.734912578,1.213404074,1.217263587,0.584211074
WBGene00016191,1.463080783,0.345755064,0.619929057,0.790100136,0.401966918,3.275400723
WBGene00016192,0.659294826,0.501895379,0.362238445,0.662742443,0.442234536,1.564846857
WBGene00016193,0.393047005,0.161984942,2.840553147,0.318757946,0.042625031,0
WBGene00016194,0.664530829,0.8950731,1.71638372,1.979547622,0.301340236,1.022286334
WBGene00016195,0.327649263,1.311388768,1.328767748,0.118273149,1.625909796,3.126405921
WBGene00016196,0.791853622,0.131084939,2.368237883,0.817877895,0.272504456,0.193657971
WBGene00016197,0.132407969,0.941262826,1.075290289,0.267602933,0.168457882,0.421798916
WBGene00016198,0,0,0.565049679,0.623373571,0,0
WBGene00016199,0.123332214,0.710702643,1.299242148,0.481913458,0.281187516,1.313454323
WBGene00016200,1.009677311,0.884743936,0.503235836,0.182021027,0.501687531,3.124605903
WBGene00016201,0.441117054,0.263607126,1.002226563,0.843424486,0.482282508,0.492429047
WBGene00016202,0.47894211,2.386946162,1.871140265,0.473563313,0.562624359,0.120550908
WBGene00016203,0.370439526,4.322479854,1.00819598,0.182581274,0.805533908,0.515293453
WBGene00016204,0.850193346,0.763648416,1.394237878,0.912094826,0.804901283,0.956407507
WBGene00016206,4.865907854,1.550290812,0,0,0,0
WBGene00016207,1.243081965,4.671281032,0.65918128,1.631752847,3.291195829,0.417465961
WBGene00016208,1.111864002,1.53981155,1.049492034,0.229406685,0.740473125,0.908284603
WBGene00016209,0.91787367,0.97454761,1.687617315,1.205238521,1.496294419,0.765300563
WBGene00016210,0.635288644,3.600720521,0.251724737,0.534282267,0.19536565,0.621974355
WBGene00016211,0.538185908,0.633548781,0.468433061,2.215238564,0.621890751,2.888518451
WBGene00016212,0.720577447,5.402579342,0.106251925,0.021910798,1.374116467,4.547519535
WBGene00016215,1.244316985,0.024801306,0.24128832,0.032688229,0.181374671,0.229729267
WBGene00016216,0.811940268,0.636469159,1.497792605,1.441699429,1.567242025,0.690693161
WBGene00016217,0.875257434,0.722902544,1.140744155,2.710137928,0.559755737,1.000424847
WBGene00016218,0.198549289,0.791931697,0.639386251,0,0,0
WBGene00016219,0,0,0,0,0,0
WBGene00016220,0.279804692,1.306838135,0.151427593,0.555211985,0.323955883,0.866965569
WBGene00016221,0.401643746,0.025718823,0.383106573,0.313290027,0.441738937,0.320868654
WBGene00016224,1.322521402,0,1.37284736,1.946016001,0,0
WBGene00016225,0,0,0,0,0,0
WBGene00016226,0,0,0,0,0,0
WBGene00016227,0.514523814,0,0.843413538,0,0,1.681756313
WBGene00016230,1.756841511,0.710857434,1.688011014,1.462822263,0,0.609017984
WBGene00016232,0,0,0.928413846,0,1.89063883,0
WBGene00016234,0.275979838,0.35141289,0.387733214,16.61318869,3.654865381,0.386684272
WBGene00016235,5.821575093,0.224108805,0.377964116,0.292251815,0.988786279,0.882413091
WBGene00016236,0.44099029,5.188669137,0.185651296,0.323987828,0.18153328,0.173767432
WBGene00016237,0.741779228,5.958594806,0.116798174,0.171291158,0.477873301,0.109877679
WBGene00016238,1.201239286,0.736033035,0.404586129,0.170608918,1.268235801,3.650182773
WBGene00016239,0.493849369,0.083155535,0.300862118,0.944623314,1.178819769,0.194059955
WBGene00016242,0.50629872,0.30287926,0.431202558,0.528154483,0.562950928,0.732446402
WBGene00016244,0.587738781,0.822776543,1.400279055,1.44240978,1.16172122,1.284929502
WBGene00016245,1.551717027,0.945128349,0.521990183,0.906387618,0.861755109,0.313890677
WBGene00016246,1.510374663,0.011317631,1.882692407,0.00141595,0.179860167,0.386353115
WBGene00016247,0.426605226,0.210830725,1.830285861,8.42090735,0.304730956,0.291273472
WBGene00016248,0.01401785,0.039551754,0.1446637,0.795118848,1.001317654,0.62514347
WBGene00016249,0.792142072,0.631528976,1.080103861,1.073655117,0.289678696,0.75614937
WBGene00016250,1.039034645,0.805817821,1.170513531,2.096239139,1.542256858,1.800514353
WBGene00016253,0.17797821,3.74535697,1.264504569,0,2.457925123,1.361564451
WBGene00016254,0.053667956,4.21369483,0.065141033,0.11639882,1.222101379,4.269198539
WBGene00016255,0.954643276,0.396239735,0.739617581,0,0.366667568,0.359598894
WBGene00016257,0.104726357,39.9470544,0.030091642,0.227137831,0,0
WBGene00016258,0.56740971,0.898107408,0.664334763,0.944160149,1.400708488,1.550755472
WBGene00016259,4.20467958,0.045925351,0.05578342,0.187901891,1.699346889,2.533458124
WBGene00016260,0.755270537,6.006458854,0.40078349,0.111040084,3.681063237,14.23585104
WBGene00016261,0.326614666,0.581361491,0.106668209,16.39453899,0.605114129,0.56801241
WBGene00016262,0.004357569,0.003291784,0.024523212,36.0707167,0.003328039,0.005799276
WBGene00016263,0.230867374,0.271174325,2.934892331,6.271951988,0.205466648,0.356870994
WBGene00016264,4.46531604,0.545408564,0.46255778,0.475198191,0.138602963,0.630493141
WBGene00016265,1.477167638,0.080357099,1.769634874,0.464079492,0.086376029,0.109578559
WBGene00016266,1.059604536,0.459911465,0.473755175,1.206841099,0.365244372,1.532667258
WBGene00016268,0.032664161,1.419439204,0.072286188,0.04983671,0.014601196,0.041317027
WBGene00016269,0.400326646,1.275081634,0.478730704,1.320712628,0.547129386,0.488878413
WBGene00016271,2.862852613,0,0.632492109,0,2.096333469,0
WBGene00016273,0.51977225,0.658541711,0.55880385,1.206473427,1.483995683,0.843521745
WBGene00016274,0.266802533,26.27263502,0.200878298,0.303997064,2.337297082,0.272099576
WBGene00016276,0.511970782,0.041413605,1.995918098,0.224128202,0.095235347,0.131390824
WBGene00016277,0.605774797,0.725142423,0.601263997,1.376063558,0.710710752,0.711823744
WBGene00016278,0.621091974,1.614290892,0.544353355,0.589002594,0.39228348,0.652057038
WBGene00016279,32.35575727,0.183227417,0.018802243,0.042952089,0.021088308,0.02944072
WBGene00016280,25.99287774,0,0.0656874,7.181949882,0,0
WBGene00016281,2.102128647,0.498916148,1.029950692,3.638676349,0.175968995,0.270962142
WBGene00016282,0.048606549,26.24244626,1.083285823,13.71310224,0.046730051,0.075612611
WBGene00016283,0.258364784,32.1851078,1.359375361,0.320920141,0.238826397,0.274012338
WBGene00016284,9.41225542,0,0,0,0,0
WBGene00016285,0.354459236,0,1.697451896,3.416124565,0.510151392,0
WBGene00016286,0.25580643,0.185662868,0.288744956,0.691837262,0.56172678,0.277731967
WBGene00016287,0.743276522,1.158868207,0.728841305,2.13213406,0.315983089,0
WBGene00016288,0.430405593,0.307780201,0.386677016,1.292302938,0.884131442,2.034460904
WBGene00016289,0.040516022,0.049291297,0.09371274,3.748812173,0.827070038,1.787007103
WBGene00016291,0.735058353,0.666428659,0.680875508,1.600873216,0.735461709,0.699985747
WBGene00016292,0.471350123,0.08295556,0.79542177,0.441581377,0.352094354,0.632956433
WBGene00016293,0.025665987,0.360612116,0.002528151,0.063478816,1.187748057,2.08105251
WBGene00016294,0.864580627,0.596740207,2.728344495,0.264713392,1.389844648,5.91368487
WBGene00016295,0.921162998,0.287941222,0.623014516,0,1.987327029,0.38317078
WBGene00016296,1.132525068,0,0,0,0,1.568144539
WBGene00016297,2.03512867,0,0,0,0,14.99207194
WBGene00016298,22.89741446,2.207389295,0.130152249,0.23072979,0.309255399,4.497618345
WBGene00016299,0,2.359689237,1.689882655,2.160065685,0.820728539,0
WBGene00016301,0.710991964,6.116251846,1.318983897,0,0.171635724,0.178707299
WBGene00016302,0.114884934,41.57572033,0.037947132,0.044890808,0.040597833,0.03981518
WBGene00016303,1.563484484,0.766512102,0.792837998,0.10810338,0.671571953,0.264898102
WBGene00016304,0.165878751,0.065745621,1.033419195,0.087959372,0.068413668,0.193878461
WBGene00016305,1.879798364,4.060630571,0.421019744,0.069511282,0.102732675,0.284996953
WBGene00016307,0,3.034018917,2.745634963,0,0,2.506548818
WBGene00016308,21.67000715,0,0.727387211,0,0.453898646,0
WBGene00016309,0,5.129870058,0.554683476,0,0,0
WBGene00016310,5.322077399,1.199979945,0.484862918,0.089948748,0.851893457,0.810972213
WBGene00016311,0.413382324,0.267959867,0.463354224,0.950428152,0.41507644,0.272510984
WBGene00016312,1.217198813,0.424608163,3.385245349,0.852050109,0.363372255,0.285214051
WBGene00016313,2.28840426,0.397480901,0.975458827,0.873786387,2.176324285,1.009367187
WBGene00016314,2.323366689,0.521887905,1.72212598,0.076105007,0.043587376,0.141315264
WBGene00016315,4.167188457,2.562369816,0.011631437,0.023726783,0.584315502,0.876235632
WBGene00016316,1.572603812,1.570394931,0.372761477,0.796653217,1.820546421,4.205444474
WBGene00016317,1.124220397,0.942828305,1.345060957,0.178267346,1.647768084,1.881845598
WBGene00016318,0.619709348,0.07194766,1.168367054,0.333465879,1.642091001,2.546333127
WBGene00016319,0.366866076,0.248336851,0.486248903,0.336555347,0.518665698,0.515701608
WBGene00016320,1.10372894,0,1.185221415,5.433896565,0.450453982,0
WBGene00016321,1.110453465,0.669157798,1.376437881,0.639695148,1.08100029,1.364112155
WBGene00016322,0.457639231,0.552598221,0.627204112,3.890500006,0.595187613,0.437196292
WBGene00016323,0.339700151,0.080463411,1.017966317,1.205961664,0.056566476,0.978333912
WBGene00016324,0.032853881,0.065473486,0.069980893,1.986633488,1.550721458,0.121272795
WBGene00016325,1.16513625,1.762202672,1.767314583,0.36233607,1.100072851,0.34646565
WBGene00016326,0.424782621,0.787347097,0.470991227,0.756309753,0.784744507,0.635086757
WBGene00016327,0.595987394,0.709739046,0.563793221,1.396819729,1.47864378,0.670490507
WBGene00016328,0.003409568,32.08351621,0.00644925,0.039595682,0.187087287,1.767367603
WBGene00016329,0.544826303,10.1960167,0.440296539,0.165572678,0.838031469,0.811554997
WBGene00016330,0.213472864,0.256011928,0.460045395,4.815366986,0.23280616,0.307845598
WBGene00016331,0.133592557,2.819946427,0.969062188,0.673828853,1.697220039,0.738965791
WBGene00016332,0.161983047,0.226467914,0.263353418,0.4105771,0.143251973,0.141818666
WBGene00016333,0.181162513,0.1473902,0.634347683,1.322052965,0.953106555,0.377260548
WBGene00016334,0,0,3.29182734,0,0,0
WBGene00016335,0.66360799,0.726836281,0.553570686,1.432070927,1.105796855,0.735422079
WBGene00016336,0.65651193,0.664682423,0.837630473,1.001688277,3.061718659,0.339140347
WBGene00016337,0.532155118,0,0.543318026,0,1.332842395,0
WBGene00016338,0,0.799573286,12.50267619,2.087224548,0,0
WBGene00016339,0.536620321,0.308911565,0.745444657,3.231481539,1.215863803,0.513208951
WBGene00016340,0.252076853,0.099801582,0.465102755,1.828026883,0.292737942,0.235455481
WBGene00016341,0.779606779,1.236799979,0.093296173,0.330656386,0.683433146,0.104557283
WBGene00016342,2.138551372,0.688965852,0.891548261,2.624604998,0.051804259,0.331209013
WBGene00016343,0.159668942,0.301634426,4.057149947,0.044304242,0.249794055,0.110108655
WBGene00016344,0.510702974,0.829268731,0.379958432,1.530557558,0.867836458,1.039986886
WBGene00016345,4.119712888,0.006602226,0.048555545,0.097658655,0.01005607,0.192603622
WBGene00016346,0.787724601,0.171245626,0.990538566,0,0.264539781,0.70394
WBGene00016349,1.258905957,0.484845452,0,0,0.864015304,1.066371886
WBGene00016350,1.355889111,14.86716478,0,0,0,0
WBGene00016351,0.516145671,0.399432927,0.505466047,3.1155007,0.929527068,0.363013177
WBGene00016352,1.283599614,0.27735833,1.283929221,0.757281984,0.184537703,0.92870244
WBGene00016353,0.769768065,0,0,11.19986058,0,0
WBGene00016354,0.203649658,0.080037166,0.022760073,1.820536353,0.297156825,0.215459229
WBGene00016355,0.588547384,0.134089976,5.466700307,5.826043015,0.319826669,0.375461351
WBGene00016356,0.721242685,0.319433186,0.746815636,1.028617876,1.016134071,0.508189294
WBGene00016357,0.466987636,0.436325566,0.616481489,1.114123287,0.657161624,0.480823487
WBGene00016358,0.492575669,0.247425403,0.445765988,0.897451318,0.549617331,0.427387397
WBGene00016359,0.01078164,0.092581167,0.00260563,0.138135911,0.616918498,0.209468367
WBGene00016360,0.276389556,0.184486111,0.248272274,0,0.079636157,0
WBGene00016361,0.334506378,0.056749112,0.193447233,0.691280895,0,0.120671195
WBGene00016362,0.105215766,0.077380732,0.165631841,0.346297864,0.189007444,6.46544314
WBGene00016363,0.09906403,0.006325614,0.628735298,0.009275167,0.024868365,0.025951356
WBGene00016364,0.650822656,3.014873478,0.542077632,0,0.241652416,2.691098817
WBGene00016365,17.226651,1.925417312,0.045402306,0.078877906,0.046416459,0.67316441
WBGene00016366,11.87335735,2.355272086,0,0,2.395373274,2.25484146
WBGene00016367,11.50263778,6.107298315,0.079915458,0,0.015923716,0.269669118
WBGene00016368,18.91093331,2.538182267,0.137738707,0,0.297517264,0.531762318
WBGene00016369,0.362861302,1.36708529,1.217691238,0.652024413,0,0.593841561
WBGene00016370,0.311632103,7.076324078,0.112189634,0,0,0
WBGene00016371,0.385613976,0.62590191,0.096948458,1.861658412,0,0
WBGene00016373,0.599358912,0.146334237,1.251664548,0.7296653,0.139691853,1.11343266
WBGene00016374,1.022734554,0.597355031,1.939789448,0.565276753,0.579410705,0.520755757
WBGene00016375,0.21043235,0.35705538,0.437177457,1.313460751,0.013111375,0.143386472
WBGene00016376,0.686280192,0.278377187,0.730674953,0.261584268,0.70788141,0.122510135
WBGene00016378,0.770717909,0.824784287,1.238797231,2.159114156,1.074050475,0.808338333
WBGene00016379,0.477534602,0.300957639,0.675396186,1.047283681,0.654528687,1.513868815
WBGene00016380,0.332458129,0.86656698,0.267108537,0.218815365,8.746195622,4.414755468
WBGene00016381,0.34707512,0.144740303,0.319917027,0.181523421,2.09438885,0.839277416
WBGene00016382,0.516471831,0.581850308,0.540212945,2.518678723,1.465363785,0.533191115
WBGene00016383,0.553816401,0.880522542,0.902725545,1.342595336,0.249338774,0.946388413
WBGene00016384,0.630145327,1.750575803,1.197483599,1.598961727,0.951922226,1.43478156
WBGene00016386,0.924655868,1.612328763,2.010823434,0.337420153,0.793926879,1.440789142
WBGene00016387,1.443738429,0.384984078,0.445501201,0.44904593,0.309249103,1.308310077
WBGene00016388,0.789475734,0.222383313,0.511818732,0.979221561,1.246581437,0.620147657
WBGene00016389,1.002669625,1.279083228,1.000708261,1.696961614,1.952436848,0.615933425
WBGene00016390,0.606448098,0.944452482,0.945480705,0.295107075,0.310501008,0.467357045
WBGene00016391,1.359850754,0.635841278,1.368808794,0.245958518,0.072763429,0.403326841
WBGene00016392,1.462119023,0.259213688,2.886250653,0.48111559,0.260940386,0.333747555
WBGene00016393,0.603151378,0.861605976,0.615109147,1.706824329,1.058833681,2.286389574
WBGene00016394,0.154363924,18.52213313,0.031702068,0.055066804,3.479340134,1.67311333
WBGene00016395,0.701082389,1.258426497,1.073891125,1.487839613,1.218708453,0.955464872
WBGene00016396,0.690580039,1.357005641,0.060885359,0.252456615,0.43408552,4.615865634
WBGene00016397,3.461610426,0.16073753,0.060601731,0,3.798436192,5.811137431
WBGene00016398,0.516043832,0.400487694,0.397960562,0.509029132,6.410960758,0.449081717
WBGene00016399,2.833305207,0.235217134,3.870839733,2.537264784,0.574911191,0.171308042
WBGene00016400,0.765006456,1.004346728,1.084262458,2.982511645,0.397318081,0.665163168
WBGene00016402,0.866170578,0.778633469,0.532051001,0.688004585,0.426476238,0.78902991
WBGene00016403,0.201503345,0.164038613,0.114626372,0,0.272267057,9.518861592
WBGene00016404,0.44166402,2.052424403,0.399581723,0.853826442,0.855836523,0.57260089
WBGene00016405,0.6018338,1.421860798,1.018386298,0.723702944,0.595101381,0.726470205
WBGene00016406,1.03886583,1.709481595,1.933930937,0.674979696,0.157267277,0.728958142
WBGene00016407,0.801028554,0.497647605,1.147097166,0.217652525,0.781039656,2.491596011
WBGene00016408,1.232016424,1.339980348,0.722562497,0.966760026,0.331289057,1.01891495
WBGene00016409,0.671565161,0.944982623,0.394873938,0.309642715,0.126048196,0.586883809
WBGene00016410,0.829652088,0.720151435,0.628985657,2.773311726,0.368038573,0.947592777
WBGene00016411,1.424183,1.590556263,1.648917519,0.529795571,1.37174065,0.254301214
WBGene00016412,0.776353659,0.061968508,6.29766807,0.419576178,0.072897788,0.629426832
WBGene00016413,0.415559237,1.430762014,0.738706126,0.82500314,1.022975219,3.07325764
WBGene00016414,0.37167208,0.956100562,0.783157353,1.085397369,1.047701026,2.53563579
WBGene00016415,0.341265084,5.374180123,0.438346919,0.836578517,3.208920601,5.078319777
WBGene00016416,0.1575896,0.162411374,0.976398685,0.27536775,0.356543663,0.225602462
WBGene00016417,0.615136036,0.897014849,0.52879301,0.752203049,0.682812517,0.901698396
WBGene00016418,2.710396695,0.084858799,0.212054762,1.875237812,1.123669356,0.968142868
WBGene00016419,0.708011709,0.526516458,0.770074841,1.192814898,0.921989009,0.852132471
WBGene00016420,0.725432174,0.61367291,0.581418547,2.294820817,1.048866888,0.89039436
WBGene00016421,17.38661174,0.261815257,0.188448386,0.56108458,1.172895053,0.265044475
WBGene00016422,0.385932095,0.297124058,0.375891392,4.598891849,0.557209079,0.627273173
WBGene00016423,0.065133256,0.038542171,0.326357269,0.182773252,0.03753353,0.039040503
WBGene00016424,0.943401674,0.725226742,1.37176724,1.43102602,0.795314927,0.603681916
WBGene00016425,0.813974807,0.632030465,1.385124274,1.673181273,1.008549786,0.732574595
WBGene00016427,0.47720576,0.365895626,0.656492887,0.326316798,1.856330265,0.510867245
WBGene00016428,0.299966202,0.048534043,1.75374994,0.022250477,0.284593834,0.178223469
WBGene00016429,5.890221322,1.61363599,0.296285019,0.071904167,0.793425036,0.246006693
WBGene00016430,0,1.373326468,0.342783236,0,0,0
WBGene00016431,0.022955939,0.019069781,0.037901379,0.053549716,0.173710865,0.026979567
WBGene00016432,0.717053679,0.522351407,0.880550017,0.305968737,0.609377002,0.43586423
WBGene00016433,3.75669709,1.132097055,0,0,0,8.057740953
WBGene00016434,0.173808686,0.477071379,2.640986626,2.042662751,0.337710169,0
WBGene00016435,1.465220916,0.587661177,0.609556635,0.576284642,1.596762768,1.432251753
WBGene00016436,0.415652533,0.609888729,0.1839307,0.034546039,0.191391128,0.189155828
WBGene00016437,0.553417768,0,0.809596789,3.426804558,1.648134274,0
WBGene00016438,0.406037387,5.066879564,0.224310237,0.443912447,0.073130868,0.950299124
WBGene00016439,0.629749383,1.328802648,1.686072789,0.607128831,1.138973342,1.293382921
WBGene00016440,0.350563013,0.067521897,0.341736701,0.332586363,0.138471791,0.080464896
WBGene00016441,0.503142425,0.29907206,0.525360611,1.41287743,0.233731801,0.220922718
WBGene00016442,0.29477414,0.802167138,0.642086571,0.190407638,0.049715027,0.343347345
WBGene00016443,1.045026088,1.765577162,0.474126443,0.295087127,0.475252044,1.113152177
WBGene00016444,0.767984052,1.150382385,1.307606668,2.366554923,0.908794656,0.673925964
WBGene00016445,0.684226636,1.112765721,1.198632394,4.676691012,0.194571139,0.829962207
WBGene00016446,0.254842853,0.494622237,0.805121524,0.384740633,0.05819973,0.26080765
WBGene00016447,0.574953691,0.763666351,0.784752218,1.542438514,1.315635753,0.540979855
WBGene00016448,0.775121834,3.070406126,0.460377072,2.228878963,1.124506297,1.136607747
WBGene00016449,0.829721742,0.598972668,0.620895494,1.892740374,0.799786303,0.527790452
WBGene00016450,1.090663997,4.090099169,1.167065104,1.947702607,0.585265827,1.067573967
WBGene00016451,0.947724049,2.235637532,1.757663608,0,0,0
WBGene00016452,1.034369878,0.924116848,1.31791238,0.445313993,0.972567076,0.983513488
WBGene00016453,1.574174224,0.060050063,1.63758801,0.277771695,0.763211761,1.50654557
WBGene00016454,2.136592086,2.266485234,1.044385514,1.019672814,1.502493586,3.193809461
WBGene00016455,0.135127101,0.365443737,0.052535809,0.8794539,0.109965244,0
WBGene00016456,0.252579889,0.859383071,1.276658358,0.218416055,0.100145584,0.121718927
WBGene00016457,1.283864691,1.85871921,2.017068008,0.261645472,0.194076994,0.297334258
WBGene00016458,0.557400153,1.269081934,0.322833401,0.271088071,1.194368112,1.259107354
WBGene00016459,0.689652925,1.141463833,0,0,0,0
